,Mean_Calories,label,activity
51,76066.0,57,"Cycling, 14-15.9 mph, vigorous"
52,76050.0,57,"Cycling, 14-15.9 mph, vigorous"
53,76025.75,57,"Cycling, 14-15.9 mph, vigorous"
54,57690.5,57,"Cycling, 14-15.9 mph, vigorous"
55,76117.5,57,"Cycling, 14-15.9 mph, vigorous"
56,55140.75,57,"Cycling, 14-15.9 mph, vigorous"
57,76067.75,57,"Cycling, 14-15.9 mph, vigorous"
58,76060.75,57,"Cycling, 14-15.9 mph, vigorous"
59,76064.0,57,"Cycling, 14-15.9 mph, vigorous"
60,912.5,58,"Cycling, 16-19 mph, very fast, racing"
61,69164.5,58,"Cycling, 16-19 mph, very fast, racing"
62,91306.25,58,"Cycling, 16-19 mph, very fast, racing"
63,91195.5,58,"Cycling, 16-19 mph, very fast, racing"
64,91254.0,58,"Cycling, 16-19 mph, very fast, racing"
65,91279.25,58,"Cycling, 16-19 mph, very fast, racing"
66,91232.25,58,"Cycling, 16-19 mph, very fast, racing"
67,69190.25,58,"Cycling, 16-19 mph, very fast, racing"
68,91274.5,58,"Cycling, 16-19 mph, very fast, racing"
69,91284.5,58,"Cycling, 16-19 mph, very fast, racing"
70,380.25,215,Unicycling
71,28840.0,215,Unicycling
72,38027.0,215,Unicycling
73,38044.0,215,Unicycling
74,23491.75,215,Unicycling
75,38045.75,215,Unicycling
76,30109.25,215,Unicycling
77,38026.5,215,Unicycling
78,38026.0,215,Unicycling
79,38013.5,215,Unicycling
80,228.0,190,"Stationary cycling, very light"
81,22797.25,190,"Stationary cycling, very light"
82,22774.75,190,"Stationary cycling, very light"
83,17291.5,190,"Stationary cycling, very light"
84,22777.25,190,"Stationary cycling, very light"
85,22809.5,190,"Stationary cycling, very light"
86,17286.0,190,"Stationary cycling, very light"
87,17256.25,190,"Stationary cycling, very light"
88,22806.5,190,"Stationary cycling, very light"
89,22771.75,190,"Stationary cycling, very light"
90,418.25,188,"Stationary cycling, light"
91,31703.75,188,"Stationary cycling, light"
92,41820.75,188,"Stationary cycling, light"
93,33153.25,188,"Stationary cycling, light"
94,41823.0,188,"Stationary cycling, light"
95,41833.5,188,"Stationary cycling, light"
96,31730.75,188,"Stationary cycling, light"
97,41815.25,188,"Stationary cycling, light"
98,41908.0,188,"Stationary cycling, light"
99,41786.75,188,"Stationary cycling, light"
100,532.25,189,"Stationary cycling, moderate"
101,43889.25,189,"Stationary cycling, moderate"
102,53227.0,189,"Stationary cycling, moderate"
103,53197.0,189,"Stationary cycling, moderate"
104,53249.25,189,"Stationary cycling, moderate"
105,53195.75,189,"Stationary cycling, moderate"
106,53223.5,189,"Stationary cycling, moderate"
107,53247.25,189,"Stationary cycling, moderate"
108,53225.75,189,"Stationary cycling, moderate"
109,53223.25,189,"Stationary cycling, moderate"
110,798.5,192,"Stationary cycling, vigorous"
111,63220.75,192,"Stationary cycling, vigorous"
112,63249.25,192,"Stationary cycling, vigorous"
113,60554.5,192,"Stationary cycling, vigorous"
114,79835.5,192,"Stationary cycling, vigorous"
115,79883.75,192,"Stationary cycling, vigorous"
116,79852.25,192,"Stationary cycling, vigorous"
117,38565.25,192,"Stationary cycling, vigorous"
118,60516.25,192,"Stationary cycling, vigorous"
119,43952.75,192,"Stationary cycling, vigorous"
120,950.75,191,"Stationary cycling, very vigorous"
121,49143.25,191,"Stationary cycling, very vigorous"
122,95108.25,191,"Stationary cycling, very vigorous"
123,95075.75,191,"Stationary cycling, very vigorous"
124,58671.25,191,"Stationary cycling, very vigorous"
125,78474.25,191,"Stationary cycling, very vigorous"
126,68916.75,191,"Stationary cycling, very vigorous"
127,45953.5,191,"Stationary cycling, very vigorous"
128,95065.0,191,"Stationary cycling, very vigorous"
129,95059.75,191,"Stationary cycling, very vigorous"
130,608.5,24,"Calisthenics, vigorous, pushups, situps…"
131,60862.25,24,"Calisthenics, vigorous, pushups, situps…"
132,60840.25,24,"Calisthenics, vigorous, pushups, situps…"
133,60860.25,24,"Calisthenics, vigorous, pushups, situps…"
134,33433.25,24,"Calisthenics, vigorous, pushups, situps…"
135,44091.5,24,"Calisthenics, vigorous, pushups, situps…"
136,60871.25,24,"Calisthenics, vigorous, pushups, situps…"
137,60852.0,24,"Calisthenics, vigorous, pushups, situps…"
138,60828.5,24,"Calisthenics, vigorous, pushups, situps…"
139,60793.0,24,"Calisthenics, vigorous, pushups, situps…"
140,266.25,23,"Calisthenics, light"
141,19311.0,23,"Calisthenics, light"
142,26677.5,23,"Calisthenics, light"
143,26592.25,23,"Calisthenics, light"
144,21092.5,23,"Calisthenics, light"
145,26645.75,23,"Calisthenics, light"
146,21943.0,23,"Calisthenics, light"
147,19298.75,23,"Calisthenics, light"
148,19318.5,23,"Calisthenics, light"
149,26628.75,23,"Calisthenics, light"
150,608.5,38,"Circuit training, minimal rest"
151,48207.0,38,"Circuit training, minimal rest"
152,60824.25,38,"Circuit training, minimal rest"
153,33488.75,38,"Circuit training, minimal rest"
154,60880.0,38,"Circuit training, minimal rest"
155,46120.0,38,"Circuit training, minimal rest"
156,60871.25,38,"Circuit training, minimal rest"
157,60838.0,38,"Circuit training, minimal rest"
158,60901.5,38,"Circuit training, minimal rest"
159,60832.25,38,"Circuit training, minimal rest"
160,456.0,243,"Weight lifting, body building, vigorous"
161,45639.0,243,"Weight lifting, body building, vigorous"
162,45577.25,243,"Weight lifting, body building, vigorous"
163,37662.75,243,"Weight lifting, body building, vigorous"
164,45621.25,243,"Weight lifting, body building, vigorous"
165,45600.25,243,"Weight lifting, body building, vigorous"
166,45632.25,243,"Weight lifting, body building, vigorous"
167,45598.0,243,"Weight lifting, body building, vigorous"
168,45585.5,243,"Weight lifting, body building, vigorous"
169,45575.25,243,"Weight lifting, body building, vigorous"
170,228.0,244,"Weight lifting, light workout"
171,22834.0,244,"Weight lifting, light workout"
172,22812.25,244,"Weight lifting, light workout"
173,22799.5,244,"Weight lifting, light workout"
174,16502.5,244,"Weight lifting, light workout"
175,22773.0,244,"Weight lifting, light workout"
176,22780.5,244,"Weight lifting, light workout"
177,22791.5,244,"Weight lifting, light workout"
178,22807.5,244,"Weight lifting, light workout"
179,16522.75,244,"Weight lifting, light workout"
180,418.25,85,Health club exercise
181,41863.25,85,Health club exercise
182,41823.0,85,Health club exercise
183,41844.25,85,Health club exercise
184,33142.75,85,Health club exercise
185,41859.25,85,Health club exercise
186,41793.75,85,Health club exercise
187,31724.0,85,Health club exercise
188,41845.75,85,Health club exercise
189,41843.25,85,Health club exercise
190,684.25,186,Stair machine
191,68414.75,186,Stair machine
192,68354.0,186,Stair machine
193,56510.25,186,Stair machine
194,68380.25,186,Stair machine
195,68461.5,186,Stair machine
196,54191.25,186,Stair machine
197,68462.5,186,Stair machine
198,68359.5,186,Stair machine
199,68369.25,186,Stair machine
200,266.25,141,"Rowing machine, light"
201,19289.5,141,"Rowing machine, light"
202,26646.5,141,"Rowing machine, light"
203,10010.0,141,"Rowing machine, light"
204,21936.5,141,"Rowing machine, light"
205,26637.75,141,"Rowing machine, light"
206,21103.75,141,"Rowing machine, light"
207,26655.75,141,"Rowing machine, light"
208,26605.75,141,"Rowing machine, light"
209,13750.25,141,"Rowing machine, light"
210,532.25,142,"Rowing machine, moderate"
211,53168.75,142,"Rowing machine, moderate"
212,53209.25,142,"Rowing machine, moderate"
213,53193.5,142,"Rowing machine, moderate"
214,53218.25,142,"Rowing machine, moderate"
215,27489.0,142,"Rowing machine, moderate"
216,43945.0,142,"Rowing machine, moderate"
217,53260.75,142,"Rowing machine, moderate"
218,53217.0,142,"Rowing machine, moderate"
219,53199.75,142,"Rowing machine, moderate"
220,646.5,144,"Rowing machine, vigorous"
221,49030.5,144,"Rowing machine, vigorous"
222,46865.75,144,"Rowing machine, vigorous"
223,64608.0,144,"Rowing machine, vigorous"
224,64607.0,144,"Rowing machine, vigorous"
225,64712.25,144,"Rowing machine, vigorous"
226,64653.75,144,"Rowing machine, vigorous"
227,64659.5,144,"Rowing machine, vigorous"
228,46867.0,144,"Rowing machine, vigorous"
229,64684.0,144,"Rowing machine, vigorous"
230,912.5,143,"Rowing machine, very vigorous"
231,91201.5,143,"Rowing machine, very vigorous"
232,91251.5,143,"Rowing machine, very vigorous"
233,91249.0,143,"Rowing machine, very vigorous"
234,91269.5,143,"Rowing machine, very vigorous"
235,72274.0,143,"Rowing machine, very vigorous"
236,91289.5,143,"Rowing machine, very vigorous"
237,69228.5,143,"Rowing machine, very vigorous"
238,91214.5,143,"Rowing machine, very vigorous"
239,91288.25,143,"Rowing machine, very vigorous"
240,532.25,168,Ski machine
241,53145.0,168,Ski machine
242,40308.0,168,Ski machine
243,53260.5,168,Ski machine
244,53195.0,168,Ski machine
245,53235.5,168,Ski machine
246,53240.0,168,Ski machine
247,53247.25,168,Ski machine
248,53209.0,168,Ski machine
249,53218.75,168,Ski machine
250,380.25,2,"Aerobics, low impact"
251,38069.0,2,"Aerobics, low impact"
252,38026.25,2,"Aerobics, low impact"
253,38006.5,2,"Aerobics, low impact"
254,27582.0,2,"Aerobics, low impact"
255,27575.0,2,"Aerobics, low impact"
256,28811.5,2,"Aerobics, low impact"
257,30105.75,2,"Aerobics, low impact"
258,38035.0,2,"Aerobics, low impact"
259,38043.25,2,"Aerobics, low impact"
260,532.25,1,"Aerobics, high impact"
261,53179.5,1,"Aerobics, high impact"
262,53232.75,1,"Aerobics, high impact"
263,53193.0,1,"Aerobics, high impact"
264,53215.0,1,"Aerobics, high impact"
265,53278.5,1,"Aerobics, high impact"
266,38554.75,1,"Aerobics, high impact"
267,53221.0,1,"Aerobics, high impact"
268,53224.75,1,"Aerobics, high impact"
269,53176.5,1,"Aerobics, high impact"
270,646.5,3,"Aerobics, step aerobics"
271,53366.25,3,"Aerobics, step aerobics"
272,46848.5,3,"Aerobics, step aerobics"
273,46814.5,3,"Aerobics, step aerobics"
274,49005.5,3,"Aerobics, step aerobics"
275,53359.5,3,"Aerobics, step aerobics"
276,64665.75,3,"Aerobics, step aerobics"
277,53361.5,3,"Aerobics, step aerobics"
278,64615.75,3,"Aerobics, step aerobics"
279,64673.25,3,"Aerobics, step aerobics"
280,494.25,0,"Aerobics, general"
281,49411.0,0,"Aerobics, general"
282,49429.25,0,"Aerobics, general"
283,35841.25,0,"Aerobics, general"
284,37486.25,0,"Aerobics, general"
285,49411.25,0,"Aerobics, general"
286,49416.0,0,"Aerobics, general"
287,35821.5,0,"Aerobics, general"
288,25554.0,0,"Aerobics, general"
289,30520.5,0,"Aerobics, general"
290,456.0,101,Jazzercise
291,45576.5,101,Jazzercise
292,34606.25,101,Jazzercise
293,45595.5,101,Jazzercise
294,36108.5,101,Jazzercise
295,45560.75,101,Jazzercise
296,45580.0,101,Jazzercise
297,45636.5,101,Jazzercise
298,45555.75,101,Jazzercise
299,45588.0,101,Jazzercise
300,304.0,193,"Stretching, hatha yoga"
301,18775.25,193,"Stretching, hatha yoga"
302,30384.0,193,"Stretching, hatha yoga"
303,30402.5,193,"Stretching, hatha yoga"
304,30351.75,193,"Stretching, hatha yoga"
305,15732.0,193,"Stretching, hatha yoga"
306,30410.5,193,"Stretching, hatha yoga"
307,30439.25,193,"Stretching, hatha yoga"
308,25130.5,193,"Stretching, hatha yoga"
309,30418.75,193,"Stretching, hatha yoga"
310,190.25,115,Mild stretching
311,19048.75,115,Mild stretching
312,19023.0,115,Mild stretching
313,19036.5,115,Mild stretching
314,19040.75,115,Mild stretching
315,15738.0,115,Mild stretching
316,13840.0,115,Mild stretching
317,19022.0,115,Mild stretching
318,19046.25,115,Mild stretching
319,15001.75,115,Mild stretching
320,456.0,99,Instructing aerobic class
321,45608.75,99,Instructing aerobic class
322,45566.75,99,Instructing aerobic class
323,45593.5,99,Instructing aerobic class
324,45616.0,99,Instructing aerobic class
325,36119.0,99,Instructing aerobic class
326,45560.25,99,Instructing aerobic class
327,33014.0,99,Instructing aerobic class
328,34546.75,99,Instructing aerobic class
329,45572.5,99,Instructing aerobic class
330,304.0,236,Water aerobics
331,22055.0,236,Water aerobics
332,30429.5,236,Water aerobics
333,30418.25,236,Water aerobics
334,22032.0,236,Water aerobics
335,30375.0,236,Water aerobics
336,23022.75,236,Water aerobics
337,24087.5,236,Water aerobics
338,22035.75,236,Water aerobics
339,30362.25,236,Water aerobics
340,342.5,8,"Ballet, twist, jazz, tap"
341,34275.75,8,"Ballet, twist, jazz, tap"
342,34269.5,8,"Ballet, twist, jazz, tap"
343,27083.75,8,"Ballet, twist, jazz, tap"
344,34298.75,8,"Ballet, twist, jazz, tap"
345,34273.0,8,"Ballet, twist, jazz, tap"
346,34275.5,8,"Ballet, twist, jazz, tap"
347,34230.25,8,"Ballet, twist, jazz, tap"
348,34266.25,8,"Ballet, twist, jazz, tap"
349,34232.25,8,"Ballet, twist, jazz, tap"
350,228.0,10,"Ballroom dancing, slow"
351,22833.0,10,"Ballroom dancing, slow"
352,22805.25,10,"Ballroom dancing, slow"
353,22787.5,10,"Ballroom dancing, slow"
354,22814.0,10,"Ballroom dancing, slow"
355,22828.5,10,"Ballroom dancing, slow"
356,22776.0,10,"Ballroom dancing, slow"
357,22813.75,10,"Ballroom dancing, slow"
358,22811.5,10,"Ballroom dancing, slow"
359,22793.25,10,"Ballroom dancing, slow"
360,418.25,9,"Ballroom dancing, fast"
361,30349.25,9,"Ballroom dancing, fast"
362,41810.75,9,"Ballroom dancing, fast"
363,41813.0,9,"Ballroom dancing, fast"
364,41834.25,9,"Ballroom dancing, fast"
365,41823.25,9,"Ballroom dancing, fast"
366,41851.0,9,"Ballroom dancing, fast"
367,21596.75,9,"Ballroom dancing, fast"
368,41778.25,9,"Ballroom dancing, fast"
369,41793.5,9,"Ballroom dancing, fast"
370,608.5,148,"Running, 5 mph (12 minute mile)"
371,33465.75,148,"Running, 5 mph (12 minute mile)"
372,33491.0,148,"Running, 5 mph (12 minute mile)"
373,60826.25,148,"Running, 5 mph (12 minute mile)"
374,48212.5,148,"Running, 5 mph (12 minute mile)"
375,37540.5,148,"Running, 5 mph (12 minute mile)"
376,60849.5,148,"Running, 5 mph (12 minute mile)"
377,60893.0,148,"Running, 5 mph (12 minute mile)"
378,60863.5,148,"Running, 5 mph (12 minute mile)"
379,37530.25,148,"Running, 5 mph (12 minute mile)"
380,684.25,149,"Running, 5.2 mph (11.5 minute mile)"
381,68476.25,149,"Running, 5.2 mph (11.5 minute mile)"
382,68448.25,149,"Running, 5.2 mph (11.5 minute mile)"
383,68485.25,149,"Running, 5.2 mph (11.5 minute mile)"
384,68419.75,149,"Running, 5.2 mph (11.5 minute mile)"
385,49592.25,149,"Running, 5.2 mph (11.5 minute mile)"
386,56432.0,149,"Running, 5.2 mph (11.5 minute mile)"
387,56458.0,149,"Running, 5.2 mph (11.5 minute mile)"
388,68398.5,149,"Running, 5.2 mph (11.5 minute mile)"
389,51871.0,149,"Running, 5.2 mph (11.5 minute mile)"
390,760.5,150,"Running, 6 mph (10 min mile)"
391,76062.25,150,"Running, 6 mph (10 min mile)"
392,62786.75,150,"Running, 6 mph (10 min mile)"
393,76053.0,150,"Running, 6 mph (10 min mile)"
394,76017.0,150,"Running, 6 mph (10 min mile)"
395,76127.75,150,"Running, 6 mph (10 min mile)"
396,46933.5,150,"Running, 6 mph (10 min mile)"
397,76056.0,150,"Running, 6 mph (10 min mile)"
398,76021.75,150,"Running, 6 mph (10 min mile)"
399,62737.5,150,"Running, 6 mph (10 min mile)"
400,836.5,151,"Running, 6.7 mph (9 min mile)"
401,60611.75,151,"Running, 6.7 mph (9 min mile)"
402,45981.75,151,"Running, 6.7 mph (9 min mile)"
403,83643.25,151,"Running, 6.7 mph (9 min mile)"
404,63436.25,151,"Running, 6.7 mph (9 min mile)"
405,83703.0,151,"Running, 6.7 mph (9 min mile)"
406,66261.25,151,"Running, 6.7 mph (9 min mile)"
407,83625.75,151,"Running, 6.7 mph (9 min mile)"
408,83665.25,151,"Running, 6.7 mph (9 min mile)"
409,83642.75,151,"Running, 6.7 mph (9 min mile)"
410,874.5,152,"Running, 7 mph (8.5 min mile)"
411,87472.5,152,"Running, 7 mph (8.5 min mile)"
412,72173.25,152,"Running, 7 mph (8.5 min mile)"
413,63359.0,152,"Running, 7 mph (8.5 min mile)"
414,87439.5,152,"Running, 7 mph (8.5 min mile)"
415,87429.25,152,"Running, 7 mph (8.5 min mile)"
416,87443.5,152,"Running, 7 mph (8.5 min mile)"
417,72176.25,152,"Running, 7 mph (8.5 min mile)"
418,87439.75,152,"Running, 7 mph (8.5 min mile)"
419,87465.0,152,"Running, 7 mph (8.5 min mile)"
420,950.75,153,"Running, 7.5mph (8 min mile)"
421,95044.75,153,"Running, 7.5mph (8 min mile)"
422,95097.25,153,"Running, 7.5mph (8 min mile)"
423,95072.25,153,"Running, 7.5mph (8 min mile)"
424,52296.75,153,"Running, 7.5mph (8 min mile)"
425,95092.25,153,"Running, 7.5mph (8 min mile)"
426,75309.5,153,"Running, 7.5mph (8 min mile)"
427,95068.5,153,"Running, 7.5mph (8 min mile)"
428,75291.5,153,"Running, 7.5mph (8 min mile)"
429,95089.5,153,"Running, 7.5mph (8 min mile)"
430,1026.5,154,"Running, 8 mph (7.5 min mile)"
431,77869.75,154,"Running, 8 mph (7.5 min mile)"
432,74398.75,154,"Running, 8 mph (7.5 min mile)"
433,102678.0,154,"Running, 8 mph (7.5 min mile)"
434,102615.25,154,"Running, 8 mph (7.5 min mile)"
435,102694.5,154,"Running, 8 mph (7.5 min mile)"
436,84684.5,154,"Running, 8 mph (7.5 min mile)"
437,102628.25,154,"Running, 8 mph (7.5 min mile)"
438,102729.75,154,"Running, 8 mph (7.5 min mile)"
439,77831.25,154,"Running, 8 mph (7.5 min mile)"
440,1064.5,155,"Running, 8.6 mph (7 min mile)"
441,106440.25,155,"Running, 8.6 mph (7 min mile)"
442,80696.75,155,"Running, 8.6 mph (7 min mile)"
443,106455.5,155,"Running, 8.6 mph (7 min mile)"
444,77120.0,155,"Running, 8.6 mph (7 min mile)"
445,87898.0,155,"Running, 8.6 mph (7 min mile)"
446,54980.0,155,"Running, 8.6 mph (7 min mile)"
447,106442.75,155,"Running, 8.6 mph (7 min mile)"
448,87853.5,155,"Running, 8.6 mph (7 min mile)"
449,106495.5,155,"Running, 8.6 mph (7 min mile)"
450,1140.75,156,"Running, 9 mph (6.5 min mile)"
451,114064.75,156,"Running, 9 mph (6.5 min mile)"
452,94210.75,156,"Running, 9 mph (6.5 min mile)"
453,114063.75,156,"Running, 9 mph (6.5 min mile)"
454,114075.25,156,"Running, 9 mph (6.5 min mile)"
455,114090.5,156,"Running, 9 mph (6.5 min mile)"
456,114163.0,156,"Running, 9 mph (6.5 min mile)"
457,82661.5,156,"Running, 9 mph (6.5 min mile)"
458,114056.25,156,"Running, 9 mph (6.5 min mile)"
459,114125.5,156,"Running, 9 mph (6.5 min mile)"
460,1216.75,146,"Running, 10 mph (6 min mile)"
461,96362.0,146,"Running, 10 mph (6 min mile)"
462,58742.25,146,"Running, 10 mph (6 min mile)"
463,88187.25,146,"Running, 10 mph (6 min mile)"
464,121673.25,146,"Running, 10 mph (6 min mile)"
465,66865.0,146,"Running, 10 mph (6 min mile)"
466,121693.5,146,"Running, 10 mph (6 min mile)"
467,100413.25,146,"Running, 10 mph (6 min mile)"
468,121645.5,146,"Running, 10 mph (6 min mile)"
469,96306.0,146,"Running, 10 mph (6 min mile)"
470,1368.75,147,"Running, 10.9 mph (5.5 min mile)"
471,136881.0,147,"Running, 10.9 mph (5.5 min mile)"
472,136915.75,147,"Running, 10.9 mph (5.5 min mile)"
473,136884.25,147,"Running, 10.9 mph (5.5 min mile)"
474,136828.5,147,"Running, 10.9 mph (5.5 min mile)"
475,136830.0,147,"Running, 10.9 mph (5.5 min mile)"
476,84463.75,147,"Running, 10.9 mph (5.5 min mile)"
477,136867.75,147,"Running, 10.9 mph (5.5 min mile)"
478,108357.25,147,"Running, 10.9 mph (5.5 min mile)"
479,99195.75,147,"Running, 10.9 mph (5.5 min mile)"
480,684.25,157,"Running, cross country"
481,68430.5,157,"Running, cross country"
482,56436.75,157,"Running, cross country"
483,56469.5,157,"Running, cross country"
484,68456.0,157,"Running, cross country"
485,68438.25,157,"Running, cross country"
486,68449.25,157,"Running, cross country"
487,68420.0,157,"Running, cross country"
488,68386.75,157,"Running, cross country"
489,68385.5,157,"Running, cross country"
490,608.5,158,"Running, general"
491,60863.25,158,"Running, general"
492,60881.75,158,"Running, general"
493,60850.5,158,"Running, general"
494,60838.75,158,"Running, general"
495,60868.25,158,"Running, general"
496,60844.0,158,"Running, general"
497,60862.25,158,"Running, general"
498,60812.0,158,"Running, general"
499,60873.25,158,"Running, general"
500,760.5,159,"Running, on a track, team practice"
501,76091.5,159,"Running, on a track, team practice"
502,60200.0,159,"Running, on a track, team practice"
503,76009.75,159,"Running, on a track, team practice"
504,76037.25,159,"Running, on a track, team practice"
505,60171.0,159,"Running, on a track, team practice"
506,76072.5,159,"Running, on a track, team practice"
507,76049.5,159,"Running, on a track, team practice"
508,76094.5,159,"Running, on a track, team practice"
509,76006.75,159,"Running, on a track, team practice"
510,1140.75,160,"Running, stairs, up"
511,94160.5,160,"Running, stairs, up"
512,90345.25,160,"Running, stairs, up"
513,94223.5,160,"Running, stairs, up"
514,114062.75,160,"Running, stairs, up"
515,114086.25,160,"Running, stairs, up"
516,86482.75,160,"Running, stairs, up"
517,114100.75,160,"Running, stairs, up"
518,86480.25,160,"Running, stairs, up"
519,114046.0,160,"Running, stairs, up"
520,304.0,213,"Track and field (shot, discus)"
521,23068.25,213,"Track and field (shot, discus)"
522,24073.25,213,"Track and field (shot, discus)"
523,22042.0,213,"Track and field (shot, discus)"
524,25067.0,213,"Track and field (shot, discus)"
525,24111.25,213,"Track and field (shot, discus)"
526,24071.25,213,"Track and field (shot, discus)"
527,30398.75,213,"Track and field (shot, discus)"
528,30359.0,213,"Track and field (shot, discus)"
529,14667.0,213,"Track and field (shot, discus)"
530,456.0,211,"Track and field (high jump, pole vault)"
531,36109.0,211,"Track and field (high jump, pole vault)"
532,45570.0,211,"Track and field (high jump, pole vault)"
533,45611.5,211,"Track and field (high jump, pole vault)"
534,45602.0,211,"Track and field (high jump, pole vault)"
535,45592.0,211,"Track and field (high jump, pole vault)"
536,36109.5,211,"Track and field (high jump, pole vault)"
537,34569.0,211,"Track and field (high jump, pole vault)"
538,36123.0,211,"Track and field (high jump, pole vault)"
539,45591.5,211,"Track and field (high jump, pole vault)"
540,760.5,212,Track and field (hurdles)
541,62745.25,212,Track and field (hurdles)
542,76023.0,212,Track and field (hurdles)
543,76057.75,212,Track and field (hurdles)
544,60211.0,212,Track and field (hurdles)
545,76018.75,212,Track and field (hurdles)
546,76048.75,212,Track and field (hurdles)
547,76084.75,212,Track and field (hurdles)
548,76047.0,212,Track and field (hurdles)
549,76070.25,212,Track and field (hurdles)
550,266.25,4,Archery
551,21129.25,4,Archery
552,26584.5,4,Archery
553,26636.5,4,Archery
554,26641.0,4,Archery
555,19283.0,4,Archery
556,20206.25,4,Archery
557,26680.25,4,Archery
558,26659.5,4,Archery
559,21969.25,4,Archery
560,342.5,6,Badminton
561,34262.25,6,Badminton
562,24863.25,6,Badminton
563,25962.75,6,Badminton
564,34231.5,6,Badminton
565,25995.25,6,Badminton
566,34240.5,6,Badminton
567,34240.75,6,Badminton
568,34268.25,6,Badminton
569,34193.75,6,Badminton
570,608.5,11,"Basketball game, competitive"
571,60884.0,11,"Basketball game, competitive"
572,46131.75,11,"Basketball game, competitive"
573,60876.25,11,"Basketball game, competitive"
574,46123.5,11,"Basketball game, competitive"
575,60857.75,11,"Basketball game, competitive"
576,60818.75,11,"Basketball game, competitive"
577,48198.0,11,"Basketball game, competitive"
578,60843.25,11,"Basketball game, competitive"
579,60828.5,11,"Basketball game, competitive"
580,456.0,122,"Playing basketball, non game"
581,32982.75,122,"Playing basketball, non game"
582,45614.0,122,"Playing basketball, non game"
583,26621.0,122,"Playing basketball, non game"
584,45584.0,122,"Playing basketball, non game"
585,33055.5,122,"Playing basketball, non game"
586,45592.5,122,"Playing basketball, non game"
587,45600.0,122,"Playing basketball, non game"
588,25048.25,122,"Playing basketball, non game"
589,45633.0,122,"Playing basketball, non game"
590,532.25,12,"Basketball, officiating"
591,53218.0,12,"Basketball, officiating"
592,40352.5,12,"Basketball, officiating"
593,53183.5,12,"Basketball, officiating"
594,53201.0,12,"Basketball, officiating"
595,53263.5,12,"Basketball, officiating"
596,40411.0,12,"Basketball, officiating"
597,53250.5,12,"Basketball, officiating"
598,43922.75,12,"Basketball, officiating"
599,53226.75,12,"Basketball, officiating"
600,342.5,13,"Basketball, shooting baskets"
601,34196.0,13,"Basketball, shooting baskets"
602,34217.25,13,"Basketball, shooting baskets"
603,34248.25,13,"Basketball, shooting baskets"
604,34212.5,13,"Basketball, shooting baskets"
605,25988.5,13,"Basketball, shooting baskets"
606,25967.25,13,"Basketball, shooting baskets"
