,Mean_Calories,label,activity
129,303.9675,3,Cycling
130,304.1925,3,Cycling
131,303.7625,3,Cycling
132,304.285,3,Cycling
133,304.445,3,Cycling
134,304.0725,3,Cycling
135,304.02,3,Cycling
136,303.6925,3,Cycling
137,304.2,3,Cycling
138,303.88,3,Cycling
139,303.77250000000004,3,Cycling
140,303.83,3,Cycling
141,304.4675,3,Cycling
142,303.53000000000003,3,Cycling
143,303.985,3,Cycling
144,303.86,3,Cycling
145,303.98,3,Cycling
146,304.105,3,Cycling
147,304.1675,3,Cycling
148,303.7725,3,Cycling
149,304.2575,3,Cycling
150,303.86749999999995,3,Cycling
151,304.03000000000003,3,Cycling
152,304.0825,3,Cycling
153,304.3725,3,Cycling
154,304.385,3,Cycling
155,304.555,3,Cycling
156,304.195,3,Cycling
157,303.4575,3,Cycling
158,303.8825,3,Cycling
159,304.32,3,Cycling
160,303.58750000000003,3,Cycling
161,303.8775,3,Cycling
162,304.1675,3,Cycling
163,303.98,3,Cycling
164,304.1525,3,Cycling
165,303.55,3,Cycling
166,304.1475,3,Cycling
167,303.285,3,Cycling
168,304.2125,3,Cycling
169,303.7925,3,Cycling
170,304.625,3,Cycling
171,303.6425,3,Cycling
172,304.165,3,Cycling
173,304.1325,3,Cycling
174,303.995,3,Cycling
175,304.35,3,Cycling
176,303.76500000000004,3,Cycling
177,303.64,3,Cycling
178,304.3175,3,Cycling
179,303.78499999999997,3,Cycling
180,304.03749999999997,3,Cycling
181,303.795,3,Cycling
182,304.425,3,Cycling
183,303.5725,3,Cycling
184,303.71500000000003,3,Cycling
185,304.21000000000004,3,Cycling
186,303.89250000000004,3,Cycling
187,303.47,3,Cycling
188,304.235,3,Cycling
189,303.865,3,Cycling
190,303.8075,3,Cycling
191,303.725,3,Cycling
192,303.885,3,Cycling
193,304.56,3,Cycling
194,304.2025,3,Cycling
195,304.2075,3,Cycling
196,304.145,3,Cycling
197,304.175,3,Cycling
198,304.2525,3,Cycling
199,304.4425,3,Cycling
200,303.89750000000004,3,Cycling
201,303.89,3,Cycling
202,303.685,3,Cycling
203,303.85749999999996,3,Cycling
204,303.7775,3,Cycling
205,303.71,3,Cycling
206,304.1525,3,Cycling
207,303.87249999999995,3,Cycling
208,304.165,3,Cycling
209,304.5875,3,Cycling
210,303.98249999999996,3,Cycling
211,303.825,3,Cycling
212,303.7025,3,Cycling
213,304.60749999999996,3,Cycling
214,304.0175,3,Cycling
215,303.3299999999999,3,Cycling
216,304.03000000000003,3,Cycling
217,303.96,3,Cycling
218,303.68,3,Cycling
219,304.15000000000003,3,Cycling
220,303.74,3,Cycling
221,303.97,3,Cycling
222,303.9825,3,Cycling
223,303.7825,3,Cycling
224,304.1,3,Cycling
225,304.12250000000006,3,Cycling
226,303.83250000000004,3,Cycling
227,304.0775,3,Cycling
228,303.515,3,Cycling
229,304.13750000000005,3,Cycling
230,303.94,3,Cycling
231,303.7125,3,Cycling
232,304.24,3,Cycling
233,303.8625,3,Cycling
234,303.9425,3,Cycling
235,303.9325,3,Cycling
236,303.88,3,Cycling
237,304.03,3,Cycling
238,304.365,3,Cycling
239,303.7025,3,Cycling
240,303.56,3,Cycling
241,303.78999999999996,3,Cycling
242,304.0975,3,Cycling
243,303.51750000000004,3,Cycling
244,303.7575,3,Cycling
245,304.075,3,Cycling
246,304.175,3,Cycling
247,304.4075,3,Cycling
248,304.18,3,Cycling
249,304.03249999999997,3,Cycling
250,304.05,3,Cycling
251,303.7075,3,Cycling
252,303.9975,3,Cycling
253,303.9725,3,Cycling
254,303.7875,3,Cycling
255,304.53499999999997,3,Cycling
256,303.805,3,Cycling
257,304.265,3,Cycling
258,303.81,3,Cycling
259,304.2725,3,Cycling
260,303.96000000000004,3,Cycling
261,304.1575,3,Cycling
262,303.44,3,Cycling
263,304.4475,3,Cycling
264,304.01750000000004,3,Cycling
265,304.03000000000003,3,Cycling
266,304.2125,3,Cycling
267,304.205,3,Cycling
268,304.17499999999995,3,Cycling
269,304.28,3,Cycling
270,304.3875,3,Cycling
271,304.105,3,Cycling
272,303.76,3,Cycling
273,303.2025,3,Cycling
274,303.4175,3,Cycling
275,304.025,3,Cycling
276,304.33250000000004,3,Cycling
277,304.36250000000007,3,Cycling
278,304.1825,3,Cycling
279,303.84000000000003,3,Cycling
280,304.39,3,Cycling
281,304.74249999999995,3,Cycling
282,304.13750000000005,3,Cycling
283,304.3275,3,Cycling
284,304.1175,3,Cycling
285,304.11,3,Cycling
286,303.7675,3,Cycling
287,303.515,3,Cycling
288,304.2675,3,Cycling
289,303.6475,3,Cycling
290,303.745,3,Cycling
291,303.62,3,Cycling
292,304.05,3,Cycling
293,303.53,3,Cycling
294,303.7625,3,Cycling
295,303.625,3,Cycling
296,304.125,3,Cycling
297,303.8075,3,Cycling
298,303.6375,3,Cycling
299,303.68,3,Cycling
300,303.5775,3,Cycling
301,304.15250000000003,3,Cycling
302,303.89750000000004,3,Cycling
303,304.0425,3,Cycling
304,303.7825,3,Cycling
305,303.8775,3,Cycling
306,303.5875,3,Cycling
307,303.96500000000003,3,Cycling
308,304.1225,3,Cycling
309,304.2675,3,Cycling
310,303.42499999999995,3,Cycling
311,304.18999999999994,3,Cycling
312,304.0175,3,Cycling
313,304.16749999999996,3,Cycling
314,304.025,3,Cycling
315,304.0125,3,Cycling
316,303.805,3,Cycling
317,303.95000000000005,3,Cycling
318,303.8025,3,Cycling
319,304.2125,3,Cycling
320,303.7,3,Cycling
321,304.3125,3,Cycling
322,303.9875,3,Cycling
323,304.2825,3,Cycling
324,304.5525,3,Cycling
325,304.0125,3,Cycling
326,304.3075,3,Cycling
327,303.9225,3,Cycling
328,303.865,3,Cycling
329,304.57,3,Cycling
330,303.98249999999996,3,Cycling
331,303.64500000000004,3,Cycling
332,303.855,3,Cycling
333,304.245,3,Cycling
334,304.2425,3,Cycling
335,303.605,3,Cycling
336,303.8975,3,Cycling
337,303.9325,3,Cycling
338,303.28000000000003,3,Cycling
339,303.96250000000003,3,Cycling
340,303.97749999999996,3,Cycling
341,304.02,3,Cycling
342,303.29,3,Cycling
343,303.8225,3,Cycling
344,303.355,3,Cycling
345,304.01,3,Cycling
346,303.96,3,Cycling
347,303.8125,3,Cycling
348,303.365,3,Cycling
349,304.40500000000003,3,Cycling
350,304.05,3,Cycling
351,303.9975,3,Cycling
352,303.71000000000004,3,Cycling
353,303.7625,3,Cycling
354,304.5425,3,Cycling
355,303.59250000000003,3,Cycling
356,304.1125,3,Cycling
357,303.6875,3,Cycling
358,303.47249999999997,3,Cycling
359,303.685,3,Cycling
360,303.9675,3,Cycling
361,303.7725,3,Cycling
362,303.77,3,Cycling
363,303.6625,3,Cycling
364,304.0075,3,Cycling
365,304.10249999999996,3,Cycling
366,304.57,3,Cycling
367,304.065,3,Cycling
368,303.8875,3,Cycling
369,304.1875,3,Cycling
370,304.055,3,Cycling
371,303.7425,3,Cycling
372,303.96250000000003,3,Cycling
373,303.75,3,Cycling
374,304.02750000000003,3,Cycling
375,303.74750000000006,3,Cycling
376,303.9625,3,Cycling
377,304.1875,3,Cycling
378,303.66999999999996,3,Cycling
379,304.02500000000003,3,Cycling
380,304.295,3,Cycling
381,303.78000000000003,3,Cycling
382,304.5475,3,Cycling
383,303.7925,3,Cycling
384,303.67,3,Cycling
385,304.1425,3,Cycling
386,303.60749999999996,3,Cycling
387,303.76249999999993,3,Cycling
388,304.14750000000004,3,Cycling
389,304.5275,3,Cycling
390,303.78,3,Cycling
391,304.43000000000006,3,Cycling
392,304.1125,3,Cycling
393,303.4525,3,Cycling
394,304.09499999999997,3,Cycling
395,304.09000000000003,3,Cycling
396,303.9325,3,Cycling
397,304.1125,3,Cycling
398,303.76,3,Cycling
399,303.69000000000005,3,Cycling
400,304.14,3,Cycling
401,304.2325,3,Cycling
402,303.82,3,Cycling
403,304.1825,3,Cycling
404,304.175,3,Cycling
405,304.175,3,Cycling
406,303.7875,3,Cycling
407,303.9575,3,Cycling
408,304.135,3,Cycling
409,304.195,3,Cycling
410,304.145,3,Cycling
411,304.0725,3,Cycling
412,303.865,3,Cycling
413,304.0825,3,Cycling
414,303.51,3,Cycling
415,303.55,3,Cycling
416,303.9575,3,Cycling
417,303.46500000000003,3,Cycling
418,304.21500000000003,3,Cycling
419,304.175,3,Cycling
420,303.68,3,Cycling
421,304.14250000000004,3,Cycling
422,304.4475,3,Cycling
423,304.235,3,Cycling
424,303.42,3,Cycling
425,304.1075,3,Cycling
426,304.3875,3,Cycling
427,303.575,3,Cycling
428,304.08000000000004,3,Cycling
429,303.67,3,Cycling
430,304.0325,3,Cycling
431,304.115,3,Cycling
432,303.925,3,Cycling
433,304.28999999999996,3,Cycling
434,304.65,3,Cycling
435,303.51,3,Cycling
436,304.1825,3,Cycling
437,304.035,3,Cycling
438,303.6825,3,Cycling
439,304.04249999999996,3,Cycling
440,303.9425,3,Cycling
441,303.955,3,Cycling
442,303.56750000000005,3,Cycling
443,304.10249999999996,3,Cycling
444,304.53499999999997,3,Cycling
445,303.58500000000004,3,Cycling
446,304.235,3,Cycling
447,304.27500000000003,3,Cycling
448,304.15999999999997,3,Cycling
449,304.0575,3,Cycling
450,303.4425,3,Cycling
451,303.84749999999997,3,Cycling
452,304.09,3,Cycling
453,304.09,3,Cycling
454,304.57000000000005,3,Cycling
455,304.5825,3,Cycling
456,304.085,3,Cycling
457,304.055,3,Cycling
458,303.66999999999996,3,Cycling
459,304.03000000000003,3,Cycling
460,303.78999999999996,3,Cycling
461,304.24,3,Cycling
462,304.18,3,Cycling
463,304.345,3,Cycling
464,304.04,3,Cycling
465,303.79,3,Cycling
466,304.395,3,Cycling
467,303.8125,3,Cycling
468,303.325,3,Cycling
469,303.66499999999996,3,Cycling
470,303.9125,3,Cycling
471,303.7225,3,Cycling
472,304.3175,3,Cycling
473,304.0625,3,Cycling
474,304.345,3,Cycling
475,304.335,3,Cycling
476,303.925,3,Cycling
477,304.47249999999997,3,Cycling
478,304.005,3,Cycling
479,303.78999999999996,3,Cycling
480,303.555,3,Cycling
481,304.115,3,Cycling
482,303.7225,3,Cycling
483,303.74499999999995,3,Cycling
484,303.65500000000003,3,Cycling
485,303.5375,3,Cycling
486,304.0675,3,Cycling
487,304.1275,3,Cycling
488,304.3675,3,Cycling
489,304.015,3,Cycling
490,304.1425,3,Cycling
491,303.985,3,Cycling
492,303.7675,3,Cycling
493,303.945,3,Cycling
494,303.9425,3,Cycling
495,304.33000000000004,3,Cycling
496,303.7525,3,Cycling
497,304.79999999999995,3,Cycling
498,304.65,3,Cycling
499,304.4175,3,Cycling
500,1216.75,3,Cycling
501,608.5,1,"Calisthenics, vigorous, pushups, situps"
502,608.395,1,"Calisthenics, vigorous, pushups, situps"
503,608.1025,1,"Calisthenics, vigorous, pushups, situps"
504,608.3625000000001,1,"Calisthenics, vigorous, pushups, situps"
505,608.375,1,"Calisthenics, vigorous, pushups, situps"
506,608.47,1,"Calisthenics, vigorous, pushups, situps"
507,608.9325,1,"Calisthenics, vigorous, pushups, situps"
508,608.3925,1,"Calisthenics, vigorous, pushups, situps"
509,608.1775,1,"Calisthenics, vigorous, pushups, situps"
510,608.1225000000001,1,"Calisthenics, vigorous, pushups, situps"
511,608.575,1,"Calisthenics, vigorous, pushups, situps"
512,608.495,1,"Calisthenics, vigorous, pushups, situps"
513,608.3425,1,"Calisthenics, vigorous, pushups, situps"
514,608.4075,1,"Calisthenics, vigorous, pushups, situps"
515,608.4525,1,"Calisthenics, vigorous, pushups, situps"
516,608.4749999999999,1,"Calisthenics, vigorous, pushups, situps"
517,608.2125000000001,1,"Calisthenics, vigorous, pushups, situps"
518,608.8875,1,"Calisthenics, vigorous, pushups, situps"
519,608.525,1,"Calisthenics, vigorous, pushups, situps"
520,608.2125,1,"Calisthenics, vigorous, pushups, situps"
521,608.6975,1,"Calisthenics, vigorous, pushups, situps"
522,608.63,1,"Calisthenics, vigorous, pushups, situps"
523,608.6324999999999,1,"Calisthenics, vigorous, pushups, situps"
524,607.975,1,"Calisthenics, vigorous, pushups, situps"
525,608.7175,1,"Calisthenics, vigorous, pushups, situps"
526,608.505,1,"Calisthenics, vigorous, pushups, situps"
527,608.2975,1,"Calisthenics, vigorous, pushups, situps"
528,608.7750000000001,1,"Calisthenics, vigorous, pushups, situps"
529,608.66,1,"Calisthenics, vigorous, pushups, situps"
530,608.5425,1,"Calisthenics, vigorous, pushups, situps"
531,608.6825,1,"Calisthenics, vigorous, pushups, situps"
532,608.7225,1,"Calisthenics, vigorous, pushups, situps"
533,608.1375,1,"Calisthenics, vigorous, pushups, situps"
534,608.5925,1,"Calisthenics, vigorous, pushups, situps"
535,608.56,1,"Calisthenics, vigorous, pushups, situps"
536,609.0450000000001,1,"Calisthenics, vigorous, pushups, situps"
537,608.975,1,"Calisthenics, vigorous, pushups, situps"
538,608.835,1,"Calisthenics, vigorous, pushups, situps"
539,608.1850000000001,1,"Calisthenics, vigorous, pushups, situps"
540,608.6825,1,"Calisthenics, vigorous, pushups, situps"
541,608.18,1,"Calisthenics, vigorous, pushups, situps"
542,608.3299999999999,1,"Calisthenics, vigorous, pushups, situps"
543,608.4525,1,"Calisthenics, vigorous, pushups, situps"
544,609.0575,1,"Calisthenics, vigorous, pushups, situps"
545,608.635,1,"Calisthenics, vigorous, pushups, situps"
546,608.55,1,"Calisthenics, vigorous, pushups, situps"
547,607.93,1,"Calisthenics, vigorous, pushups, situps"
548,608.3900000000001,1,"Calisthenics, vigorous, pushups, situps"
549,608.595,1,"Calisthenics, vigorous, pushups, situps"
550,608.8975,1,"Calisthenics, vigorous, pushups, situps"
551,608.05,1,"Calisthenics, vigorous, pushups, situps"
552,608.835,1,"Calisthenics, vigorous, pushups, situps"
553,608.405,1,"Calisthenics, vigorous, pushups, situps"
554,608.36,1,"Calisthenics, vigorous, pushups, situps"
555,608.325,1,"Calisthenics, vigorous, pushups, situps"
556,608.6275,1,"Calisthenics, vigorous, pushups, situps"
557,608.4525000000001,1,"Calisthenics, vigorous, pushups, situps"
558,608.835,1,"Calisthenics, vigorous, pushups, situps"
559,608.8125,1,"Calisthenics, vigorous, pushups, situps"
560,608.475,1,"Calisthenics, vigorous, pushups, situps"
561,608.88,1,"Calisthenics, vigorous, pushups, situps"
562,608.2674999999999,1,"Calisthenics, vigorous, pushups, situps"
563,608.595,1,"Calisthenics, vigorous, pushups, situps"
564,608.37,1,"Calisthenics, vigorous, pushups, situps"
565,608.49,1,"Calisthenics, vigorous, pushups, situps"
566,607.8025,1,"Calisthenics, vigorous, pushups, situps"
567,608.6400000000001,1,"Calisthenics, vigorous, pushups, situps"
568,607.9975000000001,1,"Calisthenics, vigorous, pushups, situps"
569,609.0675,1,"Calisthenics, vigorous, pushups, situps"
570,608.7025,1,"Calisthenics, vigorous, pushups, situps"
571,608.6975,1,"Calisthenics, vigorous, pushups, situps"
572,608.45,1,"Calisthenics, vigorous, pushups, situps"
573,608.875,1,"Calisthenics, vigorous, pushups, situps"
574,607.995,1,"Calisthenics, vigorous, pushups, situps"
575,608.6875,1,"Calisthenics, vigorous, pushups, situps"
576,608.7375,1,"Calisthenics, vigorous, pushups, situps"
577,608.945,1,"Calisthenics, vigorous, pushups, situps"
578,608.71,1,"Calisthenics, vigorous, pushups, situps"
579,608.875,1,"Calisthenics, vigorous, pushups, situps"
580,608.2225,1,"Calisthenics, vigorous, pushups, situps"
581,608.38,1,"Calisthenics, vigorous, pushups, situps"
582,608.6525,1,"Calisthenics, vigorous, pushups, situps"
583,608.73,1,"Calisthenics, vigorous, pushups, situps"
584,609.1274999999999,1,"Calisthenics, vigorous, pushups, situps"
585,608.4325,1,"Calisthenics, vigorous, pushups, situps"
586,608.7875,1,"Calisthenics, vigorous, pushups, situps"
587,608.2625,1,"Calisthenics, vigorous, pushups, situps"
588,607.885,1,"Calisthenics, vigorous, pushups, situps"
589,608.5975000000001,1,"Calisthenics, vigorous, pushups, situps"
590,608.4375,1,"Calisthenics, vigorous, pushups, situps"
591,608.61,1,"Calisthenics, vigorous, pushups, situps"
592,609.1850000000001,1,"Calisthenics, vigorous, pushups, situps"
593,608.2049999999999,1,"Calisthenics, vigorous, pushups, situps"
594,607.9725,1,"Calisthenics, vigorous, pushups, situps"
595,608.99,1,"Calisthenics, vigorous, pushups, situps"
596,609.0125,1,"Calisthenics, vigorous, pushups, situps"
597,607.745,1,"Calisthenics, vigorous, pushups, situps"
598,608.1500000000001,1,"Calisthenics, vigorous, pushups, situps"
599,608.3875,1,"Calisthenics, vigorous, pushups, situps"
600,608.0725,1,"Calisthenics, vigorous, pushups, situps"
601,608.4449999999999,1,"Calisthenics, vigorous, pushups, situps"
602,609.0500000000001,1,"Calisthenics, vigorous, pushups, situps"
603,607.96,1,"Calisthenics, vigorous, pushups, situps"
604,608.71,1,"Calisthenics, vigorous, pushups, situps"
605,608.605,1,"Calisthenics, vigorous, pushups, situps"
606,608.37,1,"Calisthenics, vigorous, pushups, situps"
607,608.2724999999999,1,"Calisthenics, vigorous, pushups, situps"
608,608.255,1,"Calisthenics, vigorous, pushups, situps"
609,609.27,1,"Calisthenics, vigorous, pushups, situps"
610,608.19,1,"Calisthenics, vigorous, pushups, situps"
611,608.48,1,"Calisthenics, vigorous, pushups, situps"
612,608.9749999999999,1,"Calisthenics, vigorous, pushups, situps"
613,608.4775,1,"Calisthenics, vigorous, pushups, situps"
614,608.5925,1,"Calisthenics, vigorous, pushups, situps"
615,608.4025,1,"Calisthenics, vigorous, pushups, situps"
616,608.635,1,"Calisthenics, vigorous, pushups, situps"
617,608.785,1,"Calisthenics, vigorous, pushups, situps"
618,607.9825,1,"Calisthenics, vigorous, pushups, situps"
619,607.9725,1,"Calisthenics, vigorous, pushups, situps"
620,608.0075,1,"Calisthenics, vigorous, pushups, situps"
621,608.5975,1,"Calisthenics, vigorous, pushups, situps"
622,608.6925,1,"Calisthenics, vigorous, pushups, situps"
623,608.1175000000001,1,"Calisthenics, vigorous, pushups, situps"
624,608.375,1,"Calisthenics, vigorous, pushups, situps"
625,608.2425000000001,1,"Calisthenics, vigorous, pushups, situps"
626,607.975,1,"Calisthenics, vigorous, pushups, situps"
627,608.16,1,"Calisthenics, vigorous, pushups, situps"
628,608.98,1,"Calisthenics, vigorous, pushups, situps"
629,608.975,1,"Calisthenics, vigorous, pushups, situps"
630,608.2475,1,"Calisthenics, vigorous, pushups, situps"
631,608.835,1,"Calisthenics, vigorous, pushups, situps"
632,608.74,1,"Calisthenics, vigorous, pushups, situps"
633,608.9,1,"Calisthenics, vigorous, pushups, situps"
634,608.0799999999999,1,"Calisthenics, vigorous, pushups, situps"
635,608.2075,1,"Calisthenics, vigorous, pushups, situps"
636,608.9875000000001,1,"Calisthenics, vigorous, pushups, situps"
637,608.3425,1,"Calisthenics, vigorous, pushups, situps"
638,608.18,1,"Calisthenics, vigorous, pushups, situps"
639,608.0925000000001,1,"Calisthenics, vigorous, pushups, situps"
640,608.4475,1,"Calisthenics, vigorous, pushups, situps"
641,608.5300000000001,1,"Calisthenics, vigorous, pushups, situps"
642,608.4000000000001,1,"Calisthenics, vigorous, pushups, situps"
643,609.1675,1,"Calisthenics, vigorous, pushups, situps"
644,608.3725,1,"Calisthenics, vigorous, pushups, situps"
645,608.3,1,"Calisthenics, vigorous, pushups, situps"
646,608.4825,1,"Calisthenics, vigorous, pushups, situps"
647,609.0125,1,"Calisthenics, vigorous, pushups, situps"
648,607.9625000000001,1,"Calisthenics, vigorous, pushups, situps"
649,608.2175,1,"Calisthenics, vigorous, pushups, situps"
650,608.435,1,"Calisthenics, vigorous, pushups, situps"
651,608.415,1,"Calisthenics, vigorous, pushups, situps"
652,608.0075,1,"Calisthenics, vigorous, pushups, situps"
653,608.2275,1,"Calisthenics, vigorous, pushups, situps"
654,608.9224999999999,1,"Calisthenics, vigorous, pushups, situps"
655,608.455,1,"Calisthenics, vigorous, pushups, situps"
656,608.7325,1,"Calisthenics, vigorous, pushups, situps"
657,608.405,1,"Calisthenics, vigorous, pushups, situps"
658,608.6725,1,"Calisthenics, vigorous, pushups, situps"
659,608.6375,1,"Calisthenics, vigorous, pushups, situps"
660,608.37,1,"Calisthenics, vigorous, pushups, situps"
661,608.7375,1,"Calisthenics, vigorous, pushups, situps"
662,608.47,1,"Calisthenics, vigorous, pushups, situps"
663,608.6875,1,"Calisthenics, vigorous, pushups, situps"
664,608.0999999999999,1,"Calisthenics, vigorous, pushups, situps"
665,608.0675,1,"Calisthenics, vigorous, pushups, situps"
666,608.5575,1,"Calisthenics, vigorous, pushups, situps"
667,608.9024999999999,1,"Calisthenics, vigorous, pushups, situps"
668,609.1324999999999,1,"Calisthenics, vigorous, pushups, situps"
669,608.42,1,"Calisthenics, vigorous, pushups, situps"
670,608.345,1,"Calisthenics, vigorous, pushups, situps"
671,608.005,1,"Calisthenics, vigorous, pushups, situps"
672,608.6,1,"Calisthenics, vigorous, pushups, situps"
673,608.085,1,"Calisthenics, vigorous, pushups, situps"
674,608.465,1,"Calisthenics, vigorous, pushups, situps"
675,607.8525000000001,1,"Calisthenics, vigorous, pushups, situps"
676,609.0775,1,"Calisthenics, vigorous, pushups, situps"
677,608.315,1,"Calisthenics, vigorous, pushups, situps"
678,608.7825,1,"Calisthenics, vigorous, pushups, situps"
679,608.4475,1,"Calisthenics, vigorous, pushups, situps"
680,608.34,1,"Calisthenics, vigorous, pushups, situps"
681,608.3525,1,"Calisthenics, vigorous, pushups, situps"
682,608.3325,1,"Calisthenics, vigorous, pushups, situps"
683,608.8375,1,"Calisthenics, vigorous, pushups, situps"
684,608.435,1,"Calisthenics, vigorous, pushups, situps"
685,608.2975,1,"Calisthenics, vigorous, pushups, situps"
686,608.3275,1,"Calisthenics, vigorous, pushups, situps"
687,608.245,1,"Calisthenics, vigorous, pushups, situps"
688,608.4675,1,"Calisthenics, vigorous, pushups, situps"
689,608.37,1,"Calisthenics, vigorous, pushups, situps"
690,609.1025,1,"Calisthenics, vigorous, pushups, situps"
691,608.06,1,"Calisthenics, vigorous, pushups, situps"
692,608.225,1,"Calisthenics, vigorous, pushups, situps"
693,608.5574999999999,1,"Calisthenics, vigorous, pushups, situps"
694,608.3725,1,"Calisthenics, vigorous, pushups, situps"
695,608.555,1,"Calisthenics, vigorous, pushups, situps"
696,608.2800000000001,1,"Calisthenics, vigorous, pushups, situps"
697,608.3675000000001,1,"Calisthenics, vigorous, pushups, situps"
698,608.7049999999999,1,"Calisthenics, vigorous, pushups, situps"
699,608.81,1,"Calisthenics, vigorous, pushups, situps"
700,608.3525,1,"Calisthenics, vigorous, pushups, situps"
701,609.0175,1,"Calisthenics, vigorous, pushups, situps"
702,608.8675,1,"Calisthenics, vigorous, pushups, situps"
703,608.7950000000001,1,"Calisthenics, vigorous, pushups, situps"
704,608.7275,1,"Calisthenics, vigorous, pushups, situps"
705,608.97,1,"Calisthenics, vigorous, pushups, situps"
706,608.5275,1,"Calisthenics, vigorous, pushups, situps"
707,608.415,1,"Calisthenics, vigorous, pushups, situps"
708,608.2774999999999,1,"Calisthenics, vigorous, pushups, situps"
709,608.415,1,"Calisthenics, vigorous, pushups, situps"
710,608.74,1,"Calisthenics, vigorous, pushups, situps"
711,608.855,1,"Calisthenics, vigorous, pushups, situps"
712,609.0075,1,"Calisthenics, vigorous, pushups, situps"
713,608.165,1,"Calisthenics, vigorous, pushups, situps"
714,608.77,1,"Calisthenics, vigorous, pushups, situps"
715,608.3625,1,"Calisthenics, vigorous, pushups, situps"
716,608.6850000000001,1,"Calisthenics, vigorous, pushups, situps"
717,608.485,1,"Calisthenics, vigorous, pushups, situps"
718,608.0725,1,"Calisthenics, vigorous, pushups, situps"
719,608.5649999999999,1,"Calisthenics, vigorous, pushups, situps"
720,607.8975,1,"Calisthenics, vigorous, pushups, situps"
721,608.4025,1,"Calisthenics, vigorous, pushups, situps"
722,608.22,1,"Calisthenics, vigorous, pushups, situps"
723,608.4925,1,"Calisthenics, vigorous, pushups, situps"
724,608.8375,1,"Calisthenics, vigorous, pushups, situps"
725,608.81,1,"Calisthenics, vigorous, pushups, situps"
